"""""","""ccode""","""date""","""raceref""","""course""","""raceclass""","""n_dist""","""going""","""horseno""","""drawing""","""jockey""","""wt_carried""","""netadj""","""blinker""","""trainer""","""rating""","""odd_fn""","""weights""","""runners""","""latest_sr""","""purse""","""ctry""","""color_e""","""sex""","""foaldate""","""rank"""
"""4600""",564.0,41675.0,33374.0,1.0,4.0,1800.0,1.0,8.0,1.0,22.0,122.0,0.0,13.0,24.0,50.0,120.0,1068.0,11.0,109.0,725000.0,4.0,2.0,1.0,39879.0,1.0
"""4601""",408.0,41675.0,33374.0,1.0,4.0,1800.0,1.0,7.0,9.0,24.0,123.0,0.0,110.0,19.0,51.0,340.0,1031.0,11.0,108.0,725000.0,3.0,3.0,1.0,39537.0,4.0
"""4602""",162.0,41675.0,33374.0,1.0,4.0,1800.0,1.0,4.0,7.0,7.0,119.0,-7.0,46.0,14.0,54.0,85.0,1168.0,11.0,105.0,725000.0,6.0,3.0,1.0,39177.0,6.0
"""4603""",690.0,41675.0,33374.0,1.0,4.0,1800.0,1.0,11.0,5.0,9.0,119.0,1.0,7.0,22.0,46.0,54.0,1153.0,11.0,100.0,725000.0,2.0,2.0,1.0,39366.0,10.0
"""4604""",212.0,41675.0,33374.0,1.0,4.0,1800.0,1.0,2.0,6.0,3.0,131.0,0.0,3.0,23.0,59.0,46.0,1143.0,11.0,0.0,725000.0,2.0,2.0,1.0,39008.0,9.0
"""4605""",604.0,41675.0,33375.0,1.0,4.0,1000.0,1.0,5.0,9.0,16.0,125.0,0.0,3.0,19.0,51.0,72.0,1182.0,12.0,107.0,725000.0,1.0,3.0,1.0,39734.0,3.0
"""4606""",994.0,41675.0,33375.0,1.0,4.0,1000.0,1.0,3.0,12.0,22.0,126.0,0.0,9.0,9.0,52.0,230.0,1058.0,12.0,99.0,725000.0,2.0,2.0,1.0,40488.0,9.0
"""4607""",350.0,41675.0,33375.0,1.0,4.0,1000.0,1.0,10.0,10.0,6.0,114.0,-2.0,37.0,11.0,42.0,900.0,1057.0,12.0,96.0,725000.0,6.0,3.0,1.0,39187.0,8.0
"""4608""",789.0,41675.0,33375.0,1.0,4.0,1000.0,1.0,8.0,6.0,9.0,121.0,0.0,9.0,13.0,47.0,200.0,1086.0,12.0,102.0,725000.0,2.0,2.0,1.0,40449.0,5.0
"""4609""",1073.0,41675.0,33375.0,1.0,4.0,1000.0,1.0,4.0,7.0,4.0,126.0,0.0,1.0,7.0,52.0,160.0,1077.0,12.0,99.0,725000.0,5.0,2.0,1.0,40097.0,10.0
"""4610""",828.0,41675.0,33375.0,1.0,4.0,1000.0,1.0,1.0,3.0,3.0,133.0,0.0,9.0,6.0,59.0,83.0,1142.0,12.0,111.0,725000.0,1.0,2.0,1.0,40123.0,1.0
"""4611""",367.0,41675.0,33375.0,1.0,4.0,1000.0,1.0,9.0,8.0,8.0,116.0,-2.0,1.0,1.0,44.0,990.0,1050.0,12.0,84.0,725000.0,1.0,2.0,1.0,40073.0,11.0
"""4612""",368.0,41675.0,33375.0,1.0,4.0,1000.0,1.0,2.0,5.0,28.0,133.0,0.0,3.0,12.0,59.0,94.0,1190.0,12.0,106.0,725000.0,6.0,2.0,1.0,39505.0,6.0
"""4613""",410.0,41675.0,33375.0,1.0,4.0,1000.0,1.0,7.0,2.0,21.0,122.0,0.0,3.0,3.0,48.0,18.0,1215.0,12.0,106.0,725000.0,1.0,3.0,1.0,39696.0,2.0
"""4614""",923.0,41675.0,33375.0,1.0,4.0,1000.0,1.0,6.0,11.0,12.0,123.0,0.0,30.0,23.0,49.0,990.0,1154.0,12.0,0.0,725000.0,2.0,3.0,3.0,39712.0,12.0
"""4615""",481.0,41675.0,33375.0,1.0,4.0,1000.0,1.0,11.0,1.0,10.0,116.0,0.0,54.0,15.0,42.0,89.0,1096.0,12.0,98.0,725000.0,2.0,2.0,1.0,40072.0,7.0
"""4616""",590.0,41675.0,33376.0,1.0,5.0,1200.0,1.0,4.0,4.0,3.0,129.0,0.0,47.0,18.0,35.0,85.0,1082.0,12.0,100.0,550000.0,3.0,2.0,1.0,39494.0,3.0
"""4617""",589.0,41675.0,33376.0,1.0,5.0,1200.0,1.0,2.0,9.0,16.0,133.0,0.0,9.0,23.0,39.0,170.0,1128.0,12.0,0.0,550000.0,2.0,2.0,1.0,39397.0,5.0
"""4618""",855.0,41675.0,33376.0,1.0,5.0,1200.0,1.0,8.0,6.0,28.0,124.0,0.0,14.0,3.0,30.0,25.0,1123.0,12.0,101.0,550000.0,2.0,1.0,1.0,40127.0,1.0
"""4619""",3.0,41675.0,33376.0,1.0,5.0,1200.0,1.0,9.0,2.0,15.0,119.0,-2.0,2.0,3.0,27.0,80.0,1023.0,12.0,94.0,550000.0,2.0,3.0,1.0,39722.0,8.0
"""4620""",1.0,41675.0,33376.0,1.0,5.0,1200.0,1.0,3.0,7.0,13.0,126.0,-5.0,1.0,1.0,37.0,630.0,1172.0,12.0,77.0,550000.0,1.0,1.0,1.0,38970.0,12.0
"""4621""",536.0,41675.0,33376.0,1.0,5.0,1200.0,1.0,5.0,1.0,22.0,126.0,0.0,94.0,22.0,32.0,82.0,1097.0,12.0,98.0,550000.0,1.0,2.0,1.0,39018.0,4.0
"""4622""",685.0,41675.0,33376.0,1.0,5.0,1200.0,1.0,6.0,12.0,4.0,126.0,0.0,7.0,2.0,32.0,300.0,1141.0,12.0,92.0,550000.0,1.0,3.0,1.0,39744.0,10.0
"""4623""",120.0,41675.0,33376.0,1.0,5.0,1200.0,1.0,12.0,5.0,21.0,115.0,2.0,7.0,4.0,17.0,58.0,1045.0,12.0,95.0,550000.0,1.0,1.0,1.0,39710.0,6.0
"""4624""",720.0,41675.0,33376.0,1.0,5.0,1200.0,1.0,7.0,8.0,8.0,123.0,-2.0,7.0,14.0,31.0,530.0,1106.0,12.0,100.0,550000.0,2.0,3.0,1.0,39313.0,7.0
"""4625""",760.0,41675.0,33376.0,1.0,5.0,1200.0,1.0,11.0,3.0,6.0,113.0,2.0,3.0,11.0,18.0,270.0,1100.0,12.0,88.0,550000.0,2.0,2.0,1.0,38237.0,9.0
"""4626""",124.0,41675.0,33376.0,1.0,5.0,1200.0,1.0,10.0,11.0,9.0,119.0,0.0,7.0,20.0,25.0,190.0,1103.0,12.0,102.0,550000.0,1.0,2.0,1.0,39337.0,2.0
"""4627""",170.0,41675.0,33376.0,1.0,5.0,1200.0,1.0,1.0,10.0,2.0,133.0,0.0,3.0,12.0,39.0,130.0,1123.0,12.0,92.0,550000.0,1.0,2.0,1.0,39349.0,11.0
"""4628""",947.0,41675.0,33377.0,1.0,4.0,1200.0,1.0,5.0,4.0,6.0,123.0,-2.0,1.0,24.0,52.0,130.0,1140.0,12.0,104.0,725000.0,3.0,2.0,1.0,38763.0,4.0
"""4629""",145.0,41675.0,33377.0,1.0,4.0,1200.0,1.0,12.0,2.0,28.0,117.0,0.0,18.0,10.0,44.0,25.0,1141.0,12.0,109.0,725000.0,3.0,2.0,1.0,39918.0,1.0
"""4630""",984.0,41675.0,33377.0,1.0,4.0,1200.0,1.0,8.0,6.0,3.0,121.0,0.0,88.0,1.0,48.0,65.0,1019.0,12.0,0.0,725000.0,2.0,1.0,1.0,39400.0,10.0
"""4631""",929.0,41675.0,33377.0,1.0,4.0,1200.0,1.0,6.0,8.0,10.0,123.0,0.0,14.0,21.0,50.0,490.0,1146.0,12.0,95.0,725000.0,2.0,2.0,1.0,40422.0,8.0
"""4632""",339.0,41675.0,33377.0,1.0,4.0,1200.0,1.0,7.0,1.0,9.0,123.0,0.0,67.0,22.0,50.0,130.0,1109.0,12.0,102.0,725000.0,6.0,2.0,1.0,39873.0,6.0
"""4633""",62.0,41675.0,33377.0,1.0,4.0,1200.0,1.0,11.0,5.0,8.0,115.0,-2.0,26.0,11.0,44.0,320.0,1056.0,12.0,107.0,725000.0,1.0,2.0,1.0,38274.0,2.0
"""4634""",696.0,41675.0,33377.0,1.0,4.0,1200.0,1.0,3.0,10.0,2.0,131.0,0.0,3.0,2.0,58.0,87.0,1041.0,12.0,107.0,725000.0,1.0,1.0,1.0,39708.0,5.0
"""4635""",341.0,41675.0,33377.0,1.0,4.0,1200.0,1.0,1.0,11.0,21.0,133.0,0.0,23.0,18.0,60.0,61.0,1162.0,12.0,95.0,725000.0,2.0,2.0,1.0,40115.0,11.0
"""4636""",524.0,41675.0,33377.0,1.0,4.0,1200.0,1.0,2.0,9.0,18.0,131.0,0.0,42.0,20.0,58.0,170.0,1033.0,12.0,105.0,725000.0,1.0,2.0,1.0,39748.0,9.0
"""4637""",1074.0,41675.0,33377.0,1.0,4.0,1200.0,1.0,10.0,12.0,15.0,115.0,-2.0,3.0,12.0,44.0,770.0,1165.0,12.0,99.0,725000.0,2.0,1.0,1.0,40118.0,7.0
"""4638""",701.0,41675.0,33377.0,1.0,4.0,1200.0,1.0,4.0,7.0,4.0,127.0,0.0,170.0,7.0,54.0,190.0,1077.0,12.0,79.0,725000.0,3.0,2.0,5.0,39921.0,12.0
"""4639""",1031.0,41675.0,33377.0,1.0,4.0,1200.0,1.0,9.0,3.0,12.0,120.0,0.0,1.0,13.0,47.0,140.0,1144.0,12.0,102.0,725000.0,1.0,2.0,1.0,39767.0,3.0
"""4640""",388.0,41675.0,33378.0,1.0,3.0,1200.0,1.0,9.0,7.0,10.0,119.0,0.0,9.0,15.0,66.0,100.0,1019.0,12.0,0.0,1000000.0,3.0,2.0,4.0,39494.0,8.0
"""4641""",302.0,41675.0,33378.0,1.0,3.0,1200.0,1.0,5.0,11.0,3.0,124.0,0.0,23.0,12.0,71.0,88.0,1165.0,12.0,106.0,1000000.0,4.0,2.0,1.0,39557.0,5.0
"""4642""",190.0,41675.0,33378.0,1.0,3.0,1200.0,1.0,6.0,10.0,8.0,122.0,-2.0,3.0,22.0,71.0,760.0,1083.0,12.0,98.0,1000000.0,1.0,2.0,1.0,38227.0,7.0
"""4643""",566.0,41675.0,33378.0,1.0,3.0,1200.0,1.0,3.0,8.0,24.0,130.0,0.0,3.0,11.0,77.0,60.0,1155.0,12.0,111.0,1000000.0,1.0,1.0,1.0,39003.0,1.0
"""4644""",1075.0,41675.0,33378.0,1.0,3.0,1200.0,1.0,10.0,1.0,13.0,114.0,-5.0,215.0,13.0,66.0,990.0,1010.0,12.0,93.0,1000000.0,2.0,2.0,1.0,40098.0,11.0
"""4645""",151.0,41675.0,33378.0,1.0,3.0,1200.0,1.0,11.0,5.0,4.0,117.0,0.0,3.0,3.0,64.0,340.0,1091.0,12.0,98.0,1000000.0,2.0,2.0,1.0,38628.0,6.0
"""4646""",903.0,41675.0,33378.0,1.0,3.0,1200.0,1.0,12.0,6.0,15.0,115.0,-2.0,1.0,23.0,64.0,500.0,1204.0,12.0,88.0,1000000.0,1.0,1.0,1.0,40077.0,10.0
"""4647""",676.0,41675.0,33378.0,1.0,3.0,1200.0,1.0,1.0,9.0,22.0,133.0,0.0,7.0,4.0,80.0,280.0,1222.0,12.0,109.0,1000000.0,1.0,1.0,1.0,39032.0,4.0
"""4648""",605.0,41675.0,33378.0,1.0,3.0,1200.0,1.0,4.0,3.0,28.0,125.0,0.0,15.0,14.0,72.0,63.0,1080.0,12.0,107.0,1000000.0,3.0,2.0,1.0,39879.0,2.0
"""4649""",742.0,41675.0,33378.0,1.0,3.0,1200.0,1.0,2.0,2.0,21.0,132.0,0.0,1.0,20.0,79.0,18.0,1054.0,12.0,112.0,1000000.0,7.0,2.0,1.0,39513.0,3.0
"""4650""",300.0,41675.0,33378.0,1.0,3.0,1200.0,1.0,8.0,4.0,12.0,121.0,0.0,26.0,19.0,68.0,230.0,1049.0,12.0,100.0,1000000.0,3.0,2.0,1.0,39511.0,9.0
"""4651""",196.0,41675.0,33379.0,1.0,3.0,1200.0,1.0,4.0,1.0,13.0,123.0,-5.0,1.0,12.0,75.0,320.0,1080.0,12.0,110.0,1000000.0,6.0,2.0,1.0,39507.0,9.0
"""4652""",383.0,41675.0,33379.0,1.0,3.0,1200.0,1.0,10.0,9.0,7.0,110.0,-7.0,1.0,9.0,64.0,160.0,1165.0,12.0,108.0,1000000.0,6.0,2.0,1.0,39483.0,10.0
"""4653""",976.0,41675.0,33379.0,1.0,3.0,1200.0,1.0,6.0,10.0,9.0,120.0,0.0,15.0,13.0,67.0,990.0,1037.0,12.0,109.0,1000000.0,1.0,2.0,1.0,40469.0,4.0
"""4654""",921.0,41675.0,33379.0,1.0,3.0,1200.0,1.0,11.0,11.0,21.0,117.0,0.0,1.0,22.0,64.0,44.0,1104.0,12.0,109.0,1000000.0,3.0,2.0,1.0,39859.0,3.0
"""4655""",1076.0,41675.0,33379.0,1.0,3.0,1200.0,1.0,5.0,5.0,22.0,121.0,0.0,1.0,20.0,68.0,72.0,1073.0,12.0,112.0,1000000.0,2.0,2.0,1.0,40103.0,5.0
"""4656""",72.0,41675.0,33379.0,1.0,3.0,1200.0,1.0,9.0,4.0,28.0,120.0,0.0,18.0,14.0,67.0,250.0,1024.0,12.0,107.0,1000000.0,7.0,2.0,5.0,39891.0,6.0
"""4657""",1040.0,41675.0,33379.0,1.0,3.0,1200.0,1.0,1.0,6.0,24.0,133.0,0.0,18.0,10.0,80.0,76.0,1288.0,12.0,114.0,1000000.0,1.0,2.0,1.0,40092.0,7.0
"""4658""",251.0,41675.0,33379.0,1.0,3.0,1200.0,1.0,7.0,2.0,3.0,120.0,0.0,13.0,11.0,67.0,35.0,1082.0,12.0,112.0,1000000.0,1.0,2.0,1.0,39748.0,2.0
"""4659""",86.0,41675.0,33379.0,1.0,3.0,1200.0,1.0,2.0,3.0,10.0,130.0,0.0,17.0,15.0,77.0,37.0,1092.0,12.0,116.0,1000000.0,1.0,2.0,1.0,40083.0,1.0
"""4660""",394.0,41675.0,33379.0,1.0,3.0,1200.0,1.0,3.0,7.0,16.0,128.0,0.0,1.0,18.0,75.0,530.0,1176.0,12.0,109.0,1000000.0,1.0,4.0,1.0,39347.0,8.0
"""4661""",371.0,41675.0,33379.0,1.0,3.0,1200.0,1.0,12.0,8.0,4.0,114.0,0.0,3.0,7.0,61.0,930.0,1100.0,12.0,93.0,1000000.0,1.0,3.0,1.0,40080.0,11.0
"""4662""",108.0,41675.0,33380.0,1.0,3.0,1800.0,1.0,1.0,1.0,2.0,133.0,0.0,1.0,14.0,80.0,110.0,1072.0,12.0,113.0,1000000.0,1.0,2.0,1.0,39341.0,8.0
"""4663""",359.0,41675.0,33380.0,1.0,3.0,1800.0,1.0,11.0,7.0,12.0,115.0,0.0,3.0,17.0,62.0,990.0,1102.0,12.0,107.0,1000000.0,1.0,2.0,1.0,40089.0,10.0
"""4664""",864.0,41675.0,33380.0,1.0,3.0,1800.0,1.0,12.0,6.0,4.0,114.0,0.0,7.0,6.0,61.0,33.0,988.0,12.0,110.0,1000000.0,2.0,2.0,1.0,40399.0,2.0
"""4665""",913.0,41675.0,33380.0,1.0,3.0,1800.0,1.0,6.0,4.0,6.0,123.0,-2.0,13.0,7.0,72.0,700.0,1099.0,12.0,110.0,1000000.0,1.0,2.0,1.0,40128.0,7.0
"""4666""",322.0,41675.0,33380.0,1.0,3.0,1800.0,1.0,5.0,12.0,22.0,127.0,0.0,44.0,9.0,74.0,220.0,1118.0,12.0,108.0,1000000.0,1.0,2.0,1.0,39700.0,12.0
"""4667""",565.0,41675.0,33380.0,1.0,3.0,1800.0,1.0,10.0,8.0,3.0,117.0,0.0,14.0,23.0,64.0,76.0,1060.0,12.0,108.0,1000000.0,6.0,3.0,1.0,39921.0,1.0
"""4668""",17.0,41675.0,33380.0,1.0,3.0,1800.0,1.0,9.0,11.0,21.0,119.0,0.0,32.0,10.0,66.0,45.0,1046.0,12.0,108.0,1000000.0,2.0,1.0,3.0,40095.0,3.0
"""4669""",434.0,41675.0,33380.0,1.0,3.0,1800.0,1.0,2.0,2.0,9.0,130.0,0.0,9.0,20.0,77.0,110.0,1079.0,12.0,110.0,1000000.0,2.0,2.0,1.0,39716.0,4.0
"""4670""",813.0,41675.0,33380.0,1.0,3.0,1800.0,1.0,8.0,5.0,28.0,124.0,0.0,30.0,15.0,71.0,46.0,1050.0,12.0,107.0,1000000.0,2.0,2.0,1.0,40070.0,9.0
"""4671""",381.0,41675.0,33380.0,1.0,3.0,1800.0,1.0,7.0,3.0,10.0,124.0,0.0,7.0,8.0,71.0,990.0,1072.0,12.0,105.0,1000000.0,8.0,2.0,1.0,39944.0,6.0
"""4672""",94.0,41675.0,33380.0,1.0,3.0,1800.0,1.0,3.0,10.0,16.0,129.0,0.0,3.0,19.0,76.0,150.0,1050.0,12.0,102.0,1000000.0,3.0,2.0,1.0,40253.0,11.0
"""4673""",711.0,41675.0,33380.0,1.0,3.0,1800.0,1.0,4.0,9.0,24.0,129.0,0.0,1.0,2.0,76.0,320.0,1045.0,12.0,111.0,1000000.0,3.0,2.0,1.0,39173.0,5.0
"""4674""",687.0,41678.0,33381.0,5.0,5.0,1600.0,1.0,3.0,4.0,3.0,132.0,0.0,1.0,21.0,39.0,82.0,1081.0,14.0,101.0,550000.0,3.0,3.0,1.0,39540.0,4.0
"""4675""",230.0,41678.0,33381.0,5.0,5.0,1600.0,1.0,7.0,14.0,6.0,126.0,-2.0,77.0,18.0,35.0,480.0,965.0,14.0,101.0,550000.0,2.0,2.0,1.0,39719.0,8.0
"""4676""",237.0,41678.0,33381.0,5.0,5.0,1600.0,1.0,12.0,5.0,22.0,122.0,0.0,37.0,3.0,29.0,130.0,1021.0,14.0,101.0,550000.0,9.0,3.0,1.0,39702.0,2.0
"""4677""",586.0,41678.0,33381.0,5.0,5.0,1600.0,1.0,14.0,11.0,4.0,117.0,0.0,31.0,7.0,24.0,78.0,1078.0,14.0,103.0,550000.0,2.0,3.0,4.0,39739.0,5.0
"""4678""",618.0,41678.0,33381.0,5.0,5.0,1600.0,1.0,1.0,13.0,28.0,133.0,0.0,7.0,14.0,40.0,100.0,1093.0,14.0,106.0,550000.0,2.0,1.0,1.0,38271.0,6.0
"""4679""",486.0,41678.0,33381.0,5.0,5.0,1600.0,1.0,5.0,3.0,21.0,131.0,0.0,32.0,17.0,38.0,53.0,1114.0,14.0,104.0,550000.0,2.0,1.0,1.0,39358.0,7.0
"""4680""",549.0,41678.0,33381.0,5.0,5.0,1600.0,1.0,8.0,8.0,24.0,127.0,0.0,150.0,22.0,34.0,180.0,1045.0,14.0,96.0,550000.0,2.0,2.0,1.0,40090.0,11.0
"""4681""",832.0,41678.0,33381.0,5.0,5.0,1600.0,1.0,10.0,2.0,16.0,123.0,0.0,3.0,11.0,30.0,270.0,1109.0,14.0,89.0,550000.0,1.0,2.0,1.0,39748.0,14.0
"""4682""",174.0,41678.0,33381.0,5.0,5.0,1600.0,1.0,6.0,9.0,10.0,130.0,0.0,157.0,6.0,37.0,180.0,1121.0,14.0,98.0,550000.0,1.0,2.0,1.0,39727.0,9.0
"""4683""",34.0,41678.0,33381.0,5.0,5.0,1600.0,1.0,13.0,10.0,8.0,120.0,-2.0,6.0,1.0,29.0,570.0,1191.0,14.0,93.0,550000.0,1.0,2.0,1.0,39017.0,13.0
"""4684""",629.0,41678.0,33381.0,5.0,5.0,1600.0,1.0,2.0,7.0,5.0,133.0,0.0,147.0,23.0,40.0,100.0,999.0,14.0,104.0,550000.0,1.0,3.0,1.0,39696.0,3.0
"""4685""",35.0,41678.0,33381.0,5.0,5.0,1600.0,1.0,11.0,6.0,12.0,122.0,0.0,1.0,18.0,29.0,780.0,1104.0,14.0,96.0,550000.0,2.0,3.0,1.0,39750.0,12.0
"""4686""",43.0,41678.0,33381.0,5.0,5.0,1600.0,1.0,9.0,1.0,18.0,124.0,0.0,7.0,20.0,24.0,46.0,1058.0,14.0,96.0,550000.0,1.0,2.0,1.0,39666.0,10.0
"""4687""",626.0,41678.0,33381.0,5.0,5.0,1600.0,1.0,4.0,12.0,2.0,132.0,0.0,3.0,20.0,39.0,98.0,1179.0,14.0,109.0,550000.0,2.0,3.0,1.0,40078.0,1.0
"""4688""",623.0,41678.0,33382.0,5.0,4.0,1000.0,1.0,6.0,6.0,21.0,127.0,0.0,94.0,6.0,53.0,70.0,1188.0,14.0,110.0,725000.0,2.0,2.0,1.0,40055.0,2.0
"""4689""",1077.0,41678.0,33382.0,5.0,4.0,1000.0,1.0,8.0,10.0,5.0,126.0,0.0,1.0,5.0,52.0,84.0,1146.0,14.0,94.0,725000.0,1.0,2.0,1.0,40407.0,8.0
"""4690""",482.0,41678.0,33382.0,5.0,4.0,1000.0,1.0,5.0,4.0,12.0,127.0,0.0,3.0,12.0,53.0,610.0,1182.0,14.0,108.0,725000.0,2.0,2.0,1.0,39707.0,10.0
"""4691""",1028.0,41678.0,33382.0,5.0,4.0,1000.0,1.0,9.0,3.0,3.0,126.0,0.0,135.0,2.0,52.0,230.0,1061.0,14.0,110.0,725000.0,1.0,1.0,1.0,40059.0,12.0
"""4692""",792.0,41678.0,33382.0,5.0,4.0,1000.0,1.0,4.0,13.0,10.0,128.0,0.0,17.0,15.0,54.0,55.0,1046.0,14.0,107.0,725000.0,2.0,2.0,1.0,40417.0,4.0
"""4693""",1078.0,41678.0,33382.0,5.0,4.0,1000.0,1.0,1.0,12.0,24.0,133.0,0.0,1.0,22.0,59.0,92.0,1146.0,14.0,0.0,725000.0,1.0,3.0,4.0,40070.0,3.0
"""4694""",477.0,41678.0,33382.0,5.0,4.0,1000.0,1.0,14.0,2.0,6.0,114.0,2.0,1.0,18.0,40.0,490.0,1118.0,14.0,56.0,725000.0,2.0,2.0,1.0,40082.0,14.0
"""4695""",57.0,41678.0,33382.0,5.0,4.0,1000.0,1.0,3.0,5.0,2.0,129.0,0.0,14.0,3.0,55.0,430.0,1052.0,14.0,108.0,725000.0,1.0,2.0,1.0,39328.0,11.0
"""4696""",1018.0,41678.0,33382.0,5.0,4.0,1000.0,1.0,2.0,11.0,4.0,133.0,0.0,1.0,9.0,59.0,22.0,1134.0,14.0,112.0,725000.0,1.0,2.0,1.0,40463.0,1.0
"""4697""",689.0,41678.0,33382.0,5.0,4.0,1000.0,1.0,12.0,8.0,8.0,119.0,-2.0,1.0,1.0,47.0,990.0,1149.0,14.0,101.0,725000.0,1.0,2.0,1.0,38633.0,9.0
