"""""","""ccode""","""date""","""raceref""","""course""","""raceclass""","""n_dist""","""going""","""horseno""","""drawing""","""jockey""","""wt_carried""","""netadj""","""blinker""","""trainer""","""rating""","""odd_fn""","""weights""","""runners""","""latest_sr""","""purse""","""ctry""","""color_e""","""sex""","""foaldate""","""rank"""
"""748""",367.0,41553.0,33062.0,1.0,3.0,1200.0,2.0,13.0,11.0,8.0,112.0,-2.0,1.0,1.0,61.0,990.0,1064.0,14.0,81.0,1000000.0,1.0,2.0,1.0,40073.0,14.0
"""749""",569.0,41553.0,33062.0,1.0,3.0,1200.0,2.0,4.0,5.0,6.0,118.0,-2.0,1.0,22.0,67.0,720.0,3.0,14.0,104.0,1000000.0,1.0,2.0,1.0,40123.0,7.0
"""750""",327.0,41553.0,33062.0,1.0,3.0,1200.0,2.0,12.0,4.0,12.0,115.0,0.0,3.0,19.0,62.0,240.0,1290.0,14.0,107.0,1000000.0,1.0,2.0,1.0,38275.0,6.0
"""751""",97.0,41553.0,33062.0,1.0,3.0,1200.0,2.0,14.0,13.0,19.0,114.0,2.0,26.0,8.0,61.0,990.0,1030.0,14.0,99.0,1000000.0,3.0,2.0,4.0,39844.0,8.0
"""752""",248.0,41553.0,33062.0,1.0,3.0,1200.0,2.0,11.0,14.0,10.0,113.0,-2.0,9.0,15.0,62.0,290.0,1168.0,14.0,94.0,1000000.0,2.0,2.0,1.0,39770.0,12.0
"""753""",67.0,41553.0,33062.0,1.0,3.0,1200.0,2.0,5.0,7.0,7.0,112.0,-7.0,9.0,9.0,66.0,100.0,1246.0,14.0,107.0,1000000.0,3.0,2.0,5.0,39867.0,5.0
"""754""",329.0,41553.0,33062.0,1.0,3.0,1200.0,2.0,10.0,1.0,13.0,110.0,-5.0,18.0,13.0,62.0,990.0,1046.0,14.0,107.0,1000000.0,7.0,2.0,4.0,39852.0,3.0
"""755""",570.0,41553.0,33062.0,1.0,3.0,1200.0,2.0,3.0,3.0,4.0,124.0,0.0,1.0,7.0,71.0,31.0,1157.0,14.0,116.0,1000000.0,1.0,2.0,1.0,39720.0,1.0
"""756""",571.0,41553.0,33062.0,1.0,3.0,1200.0,2.0,9.0,6.0,16.0,119.0,2.0,1.0,6.0,64.0,41.0,1093.0,14.0,107.0,1000000.0,6.0,2.0,1.0,40295.0,4.0
"""757""",57.0,41553.0,33063.0,1.0,3.0,1400.0,2.0,14.0,8.0,13.0,110.0,-5.0,14.0,3.0,60.0,210.0,1037.0,14.0,110.0,1000000.0,1.0,2.0,1.0,39328.0,5.0
"""758""",572.0,41553.0,33063.0,1.0,3.0,1400.0,2.0,11.0,3.0,1.0,116.0,-2.0,1.0,22.0,63.0,990.0,1004.0,14.0,106.0,1000000.0,2.0,2.0,1.0,39732.0,9.0
"""759""",573.0,41553.0,33063.0,1.0,3.0,1400.0,2.0,10.0,7.0,16.0,119.0,0.0,3.0,17.0,64.0,29.0,1096.0,14.0,108.0,1000000.0,1.0,2.0,1.0,40084.0,4.0
"""760""",574.0,41553.0,33063.0,1.0,3.0,1400.0,2.0,13.0,6.0,19.0,114.0,-2.0,112.0,7.0,61.0,810.0,1061.0,14.0,99.0,1000000.0,3.0,2.0,4.0,39901.0,11.0
"""761""",328.0,41553.0,33063.0,1.0,3.0,1400.0,2.0,1.0,13.0,11.0,131.0,-2.0,9.0,15.0,78.0,440.0,1241.0,14.0,110.0,1000000.0,6.0,2.0,1.0,39512.0,8.0
"""762""",575.0,41553.0,33063.0,1.0,3.0,1400.0,2.0,12.0,10.0,4.0,118.0,0.0,37.0,19.0,63.0,59.0,1188.0,14.0,112.0,1000000.0,2.0,1.0,1.0,40127.0,3.0
"""763""",98.0,41553.0,33063.0,1.0,3.0,1400.0,2.0,5.0,2.0,5.0,125.0,0.0,18.0,20.0,70.0,76.0,1155.0,14.0,113.0,1000000.0,1.0,1.0,1.0,39742.0,2.0
"""764""",87.0,41553.0,33063.0,1.0,3.0,1400.0,2.0,2.0,9.0,9.0,129.0,0.0,1.0,13.0,74.0,990.0,1059.0,14.0,88.0,1000000.0,6.0,2.0,1.0,40218.0,13.0
"""765""",576.0,41553.0,33063.0,1.0,3.0,1400.0,2.0,4.0,5.0,10.0,123.0,-2.0,9.0,4.0,70.0,180.0,1120.0,14.0,113.0,1000000.0,3.0,2.0,9.0,40214.0,6.0
"""766""",383.0,41553.0,33063.0,1.0,3.0,1400.0,2.0,8.0,12.0,7.0,116.0,-7.0,1.0,9.0,68.0,170.0,1192.0,14.0,102.0,1000000.0,6.0,2.0,1.0,39483.0,10.0
"""767""",85.0,41553.0,33063.0,1.0,3.0,1400.0,2.0,6.0,1.0,6.0,122.0,-2.0,9.0,6.0,69.0,590.0,1166.0,14.0,101.0,1000000.0,2.0,1.0,1.0,39752.0,12.0
"""768""",243.0,41553.0,33063.0,1.0,3.0,1400.0,2.0,3.0,11.0,2.0,128.0,0.0,58.0,8.0,73.0,990.0,1228.0,14.0,90.0,1000000.0,2.0,2.0,3.0,40043.0,14.0
"""769""",577.0,41553.0,33063.0,1.0,3.0,1400.0,2.0,7.0,4.0,3.0,124.0,0.0,64.0,16.0,69.0,33.0,1102.0,14.0,114.0,1000000.0,6.0,2.0,1.0,39863.0,1.0
"""770""",103.0,41553.0,33063.0,1.0,3.0,1400.0,2.0,9.0,14.0,18.0,121.0,0.0,38.0,18.0,66.0,240.0,1136.0,14.0,108.0,1000000.0,3.0,2.0,1.0,39564.0,7.0
"""771""",318.0,41553.0,33064.0,1.0,2.0,1200.0,2.0,4.0,12.0,16.0,125.0,0.0,3.0,10.0,89.0,120.0,1099.0,14.0,121.0,1400000.0,2.0,2.0,1.0,39703.0,3.0
"""772""",316.0,41553.0,33064.0,1.0,2.0,1200.0,2.0,6.0,7.0,3.0,121.0,0.0,1.0,10.0,85.0,320.0,1061.0,14.0,112.0,1400000.0,2.0,2.0,1.0,40126.0,8.0
